# step, loss_train, loss_test, metrics_test
3.100000000000000000e+04 6.743350240867584944e-05 1.111801830120384693e-04 7.864870713092386723e-05 0.000000000000000000e+00
3.200000000000000000e+04 1.978137697733473033e-05 1.068503333954140544e-04 2.605848931125365198e-05 0.000000000000000000e+00
3.300000000000000000e+04 1.772855321178212762e-04 1.045214157784357667e-04 1.919768983498215675e-04 0.000000000000000000e+00
3.400000000000000000e+04 6.530902464874088764e-05 1.439646439393982291e-04 7.479628402506932616e-05 0.000000000000000000e+00
3.500000000000000000e+04 2.955116178782191128e-05 1.001704949885606766e-04 3.348358222865499556e-05 0.000000000000000000e+00
3.600000000000000000e+04 2.169831714127212763e-04 9.604950901120901108e-05 2.291545824846252799e-04 0.000000000000000000e+00
3.700000000000000000e+04 4.397649900056421757e-05 1.002909120870754123e-04 4.679961057263426483e-05 0.000000000000000000e+00
3.800000000000000000e+04 6.189704436110332608e-05 9.568050154484808445e-05 6.780381954740732908e-05 0.000000000000000000e+00
3.900000000000000000e+04 1.689833152340725064e-05 9.187051909975707531e-05 2.249740646220743656e-05 0.000000000000000000e+00
4.000000000000000000e+04 5.436540959635749459e-05 9.189562842948362231e-05 5.684612551704049110e-05 0.000000000000000000e+00
4.100000000000000000e+04 2.046995541604701430e-05 8.728008833713829517e-05 2.873955963877961040e-05 0.000000000000000000e+00
4.200000000000000000e+04 1.861821147031150758e-05 8.758299372857436538e-05 2.415349808870814741e-05 0.000000000000000000e+00
4.300000000000000000e+04 1.151339802163420245e-05 8.332313882419839501e-05 1.671865902608260512e-05 0.000000000000000000e+00
4.400000000000000000e+04 1.113413600251078606e-05 8.203713514376431704e-05 1.636399247217923403e-05 0.000000000000000000e+00
4.500000000000000000e+04 4.460810305317863822e-05 7.984436524566262960e-05 4.738388088298961520e-05 0.000000000000000000e+00
4.600000000000000000e+04 3.340782859595492482e-05 7.984922558534890413e-05 3.832209040410816669e-05 0.000000000000000000e+00
4.700000000000000000e+04 3.316959919175133109e-05 7.727882621111348271e-05 3.402027869015000761e-05 0.000000000000000000e+00
4.800000000000000000e+04 8.415550109930336475e-05 7.740526780253276229e-05 9.454615792492404580e-05 0.000000000000000000e+00
4.900000000000000000e+04 1.165323647001059726e-05 7.426696538459509611e-05 1.611980587767902762e-05 0.000000000000000000e+00
5.000000000000000000e+04 1.139771939051570371e-05 7.440857007168233395e-05 1.550995148136280477e-05 0.000000000000000000e+00
5.000000000000000000e+04 1.139771939051570371e-05 7.440857007168233395e-05 1.550995148136280477e-05 0.000000000000000000e+00
5.100000000000000000e+04 1.087982855096925050e-05 4.028396142530255020e-05 1.550995148136280477e-05 0.000000000000000000e+00
5.200000000000000000e+04 9.683393727755174041e-06 2.919382677646353841e-05 1.550995148136280477e-05 0.000000000000000000e+00
5.300000000000000000e+04 6.118717465142253786e-06 2.172457425331231207e-05 1.550995148136280477e-05 0.000000000000000000e+00
5.400000000000000000e+04 4.324693236412713304e-06 1.744873952702619135e-05 1.550995148136280477e-05 0.000000000000000000e+00
5.479800000000000000e+04 3.586221282603219151e-06 1.535855335532687604e-05 1.375955325784161687e-04 0.000000000000000000e+00
