# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.003312349319458008e+00 6.194255314767360687e-03 1.006998419761657715e+00 0.000000000000000000e+00
1.000000000000000000e+03 2.263142087031155825e-04 2.849566284567117691e-03 1.882589276647195220e-04 0.000000000000000000e+00
2.000000000000000000e+03 3.318294766359031200e-04 2.166122430935502052e-03 2.800085640046745539e-04 0.000000000000000000e+00
3.000000000000000000e+03 3.126371011603623629e-04 1.453493488952517509e-03 2.564059395808726549e-04 0.000000000000000000e+00
4.000000000000000000e+03 1.437201572116464376e-04 6.357918027788400650e-04 1.105498158722184598e-04 0.000000000000000000e+00
5.000000000000000000e+03 3.105711948592215776e-04 4.821232578251510859e-04 3.004047612193971872e-04 0.000000000000000000e+00
6.000000000000000000e+03 8.654317934997379780e-05 3.092722909059375525e-04 7.937043847050517797e-05 0.000000000000000000e+00
7.000000000000000000e+03 7.673377695027738810e-05 2.495143271517008543e-04 6.400435813702642918e-05 0.000000000000000000e+00
8.000000000000000000e+03 5.310236520017497241e-05 2.083838480757549405e-04 4.328271097620017827e-05 0.000000000000000000e+00
9.000000000000000000e+03 4.293661186238750815e-05 1.920754439197480679e-04 3.294859561719931662e-05 0.000000000000000000e+00
1.000000000000000000e+04 3.722675683093257248e-05 1.806349173421040177e-04 3.080306487390771508e-05 0.000000000000000000e+00
1.100000000000000000e+04 2.780996692308690399e-05 1.713809469947591424e-04 2.043756103375926614e-05 0.000000000000000000e+00
1.200000000000000000e+04 2.564714122854638845e-05 1.662393187871202826e-04 1.915472785185556859e-05 0.000000000000000000e+00
1.300000000000000000e+04 2.749141458480153233e-05 1.609533064765855670e-04 2.211441278632264584e-05 0.000000000000000000e+00
1.400000000000000000e+04 7.451532292179763317e-04 1.718546991469338536e-04 7.632625638507306576e-04 0.000000000000000000e+00
1.500000000000000000e+04 1.867793616838753223e-05 1.534316252218559384e-04 1.633713327464647591e-05 0.000000000000000000e+00
1.600000000000000000e+04 6.741195829818025231e-05 1.547836727695539594e-04 6.983659113757312298e-05 0.000000000000000000e+00
1.700000000000000000e+04 1.773243275238201022e-05 1.461531064705923200e-04 1.674410304985940456e-05 0.000000000000000000e+00
1.800000000000000000e+04 2.856544051610399038e-05 1.466737303417176008e-04 2.757697802735492587e-05 0.000000000000000000e+00
1.900000000000000000e+04 2.374668838456273079e-05 1.418404717696830630e-04 2.600376319605857134e-05 0.000000000000000000e+00
2.000000000000000000e+04 1.275736140087246895e-03 1.394148130202665925e-04 1.334400498308241367e-03 0.000000000000000000e+00
2.100000000000000000e+04 1.708165473246481270e-05 1.349169615423306823e-04 1.949499346665106714e-05 0.000000000000000000e+00
2.200000000000000000e+04 1.783388688636478037e-05 1.344106276519596577e-04 2.003334520850330591e-05 0.000000000000000000e+00
2.300000000000000000e+04 1.601835538167506456e-05 1.300237345276400447e-04 1.937684282893314958e-05 0.000000000000000000e+00
2.400000000000000000e+04 2.351704097236506641e-05 1.292969391215592623e-04 2.781087641778867692e-05 0.000000000000000000e+00
2.500000000000000000e+04 2.184710683650337160e-05 1.267332409042865038e-04 2.534135637688450515e-05 0.000000000000000000e+00
2.600000000000000000e+04 2.129746280843392015e-05 1.241522841155529022e-04 2.752482396317645907e-05 0.000000000000000000e+00
2.700000000000000000e+04 1.807853550417348742e-05 1.206748493132181466e-04 2.269539254484698176e-05 0.000000000000000000e+00
2.800000000000000000e+04 1.650413469178602099e-05 1.170371979242190719e-04 2.184807271987665445e-05 0.000000000000000000e+00
2.900000000000000000e+04 1.307547427131794393e-05 1.145913047366775572e-04 1.793284536688588560e-05 0.000000000000000000e+00
3.000000000000000000e+04 1.301242173212813213e-05 1.122207904700189829e-04 1.776074168446939439e-05 0.000000000000000000e+00
